"","Year","ENGINE.SIZE","CYLINDERS","TRANSMISSION","FUEL","FUEL.CONSUMPTION","COEMISSIONS","INFO"
"346",2000,3,6,"A4","X",13.4,265,"INFINITI I30 MID-SIZE"
"347",2000,3.3,6,"A4","X",17.7,366,"INFINITI QX4 4X4 SUV"
"348",2000,2.2,4,"A4","X",13.8,278,"ISUZU HOMBRE PICKUP TRUCK - SMALL"
"349",2000,2.2,4,"M5","X",12.2,246,"ISUZU HOMBRE PICKUP TRUCK - SMALL"
"350",2000,4.3,6,"A4","X",15.4,313,"ISUZU HOMBRE PICKUP TRUCK - SMALL"
"351",2000,4.3,6,"A4","X",16.8,345,"ISUZU HOMBRE 4X4 PICKUP TRUCK - STANDARD"
"352",2000,3.2,6,"A4","X",16.6,340,"ISUZU RODEO 4X4 SUV"
"353",2000,3.2,6,"M5","X",16.8,347,"ISUZU RODEO 4X4 SUV"
"354",2000,3.5,6,"A4","X",17.8,366,"ISUZU TROOPER 4X4 SUV"
"355",2000,3.5,6,"M5","X",17.9,368,"ISUZU TROOPER 4X4 SUV"
"356",2000,3,6,"A5","Z",14.8,290,"JAGUAR S-TYPE V6 MID-SIZE"
"357",2000,4,8,"A5","Z",15.3,308,"JAGUAR S-TYPE V8 MID-SIZE"
"358",2000,4,8,"A5","Z",15.5,306,"JAGUAR VANDEN PLAS MID-SIZE"
"359",2000,4,8,"A5","Z",16.6,331,"JAGUAR VANDEN PLAS SUPERCHARGED MID-SIZE"
"360",2000,4,8,"A5","Z",15.5,306,"JAGUAR XJ8 COMPACT"
"361",2000,4,8,"A5","Z",16.5,331,"JAGUAR XJR # COMPACT"
"362",2000,4,8,"A5","Z",15.4,304,"JAGUAR XK8 SUBCOMPACT"
"363",2000,4,8,"A5","Z",15.5,306,"JAGUAR XK8 CONVERTIBLE MINICOMPACT"
"364",2000,4,8,"A5","Z",15.7,313,"JAGUAR XKR # SUBCOMPACT"
"365",2000,4,8,"A5","Z",16.3,324,"JAGUAR XKR CONVERTIBLE # MINICOMPACT"
"366",2000,4,6,"A4","X",16.6,338,"JEEP CHEROKEE 4X4 SUV"
"367",2000,4,6,"M5","X",15.4,317,"JEEP CHEROKEE 4X4 SUV"
"368",2000,4,6,"A4","X",16.5,336,"JEEP GRAND CHEROKEE 4X4 SUV"
"369",2000,4.7,8,"A4","X",18,363,"JEEP GRAND CHEROKEE 4X4 SUV"
"370",2000,2.5,4,"A3","X",16.6,357,"JEEP TJ 4X4 SUV"
"371",2000,2.5,4,"M5","X",14.7,315,"JEEP TJ 4X4 SUV"
"372",2000,4,6,"A3","X",17.3,368,"JEEP TJ 4X4 SUV"
"373",2000,4,6,"M5","X",16.7,347,"JEEP TJ 4X4 SUV"
"374",2000,1.8,4,"A4","X",11.7,235,"KIA SEPHIA COMPACT"
"375",2000,1.8,4,"M5","X",11.2,237,"KIA SEPHIA COMPACT"
"376",2000,2,4,"A4","X",13.4,294,"KIA SPORTAGE 4X4 SUV"
"377",2000,2,4,"M5","X",12.8,288,"KIA SPORTAGE 4X4 SUV"
"378",2000,4,8,"A4","Z",19.6,403,"LAND ROVER DISCOVERY SERIES II 4X4 SUV"
"379",2000,4,8,"A4","Z",19.6,403,"LAND ROVER DISCOVERY SERIES II 4X4 SUV"
"380",2000,4,8,"A4","Z",19.6,403,"LAND ROVER RANGE ROVER 4X4 SUV"
"381",2000,4.6,8,"A4","Z",22.1,458,"LAND ROVER RANGE ROVER 4X4 SUV"
"382",2000,3,6,"A4","X",13.8,276,"LEXUS ES 300 COMPACT"
"383",2000,3,6,"A5","Z",13.7,281,"LEXUS GS 300 MID-SIZE"
"384",2000,4,8,"A5","Z",15,299,"LEXUS GS 400 MID-SIZE"
"385",2000,4,8,"A5","Z",14.3,285,"LEXUS LS 400 MID-SIZE"
"386",2000,4.7,8,"A4","X",19.4,405,"LEXUS LX 470 SUV"
"387",2000,3,6,"A4","X",14.2,292,"LEXUS RX 300 SUV"
"388",2000,3,6,"A4","X",14.4,299,"LEXUS RX 300 4X4 SUV"
"389",2000,4.6,8,"A4","Z",15.2,297,"LINCOLN CONTINENTAL FULL-SIZE"
"390",2000,3,6,"A5","X",15.4,304,"LINCOLN LS MID-SIZE"
"391",2000,3,6,"M5","X",15.5,304,"LINCOLN LS MID-SIZE"
"392",2000,3.9,8,"A5","X",15.9,313,"LINCOLN LS MID-SIZE"
"393",2000,5.4,8,"A4","Z",21.4,430,"LINCOLN NAVIGATOR 4X4 SUV"
"394",2000,4.6,8,"A4","X",15.3,304,"LINCOLN TOWN CAR FULL-SIZE"
"395",2000,2,4,"A4","X",12.7,258,"MAZDA 626 MID-SIZE"
"396",2000,2,4,"M5","X",10.6,219,"MAZDA 626 MID-SIZE"
"397",2000,2.5,6,"A4","Z",13.7,278,"MAZDA 626 MID-SIZE"
"398",2000,2.5,6,"M5","Z",13.3,271,"MAZDA 626 MID-SIZE"
"399",2000,3,6,"A4","X",15.6,313,"MAZDA B3000 PICKUP TRUCK - STANDARD"
"400",2000,3,6,"M5","X",16.2,322,"MAZDA B3000 PICKUP TRUCK - STANDARD"
"401",2000,4,6,"A5","X",17.1,357,"MAZDA B4000 PICKUP TRUCK - STANDARD"
"402",2000,4,6,"M5","X",15.5,320,"MAZDA B4000 PICKUP TRUCK - STANDARD"
"403",2000,4,6,"A5","X",17.2,354,"MAZDA B4000 4X4 PICKUP TRUCK - STANDARD"
"404",2000,4,6,"M5","X",16.5,343,"MAZDA B4000 4X4 PICKUP TRUCK - STANDARD"
"405",2000,2.5,6,"A4","Z",13.8,276,"MAZDA MILLENIA COMPACT"
"406",2000,2.3,6,"A4","Z",13.7,271,"MAZDA MILLENIA # COMPACT"
"407",2000,2.5,6,"A4","X",15.2,313,"MAZDA MPV MINIVAN"
"408",2000,1.8,4,"A4","X",11.9,244,"MAZDA MX-5 MIATA SUBCOMPACT"
"409",2000,1.8,4,"M5","X",11.1,230,"MAZDA MX-5 MIATA SUBCOMPACT"
"410",2000,1.8,4,"M6","X",11.5,239,"MAZDA MX-5 MIATA SUBCOMPACT"
"411",2000,1.6,4,"A4","X",10.6,221,"MAZDA PROTEGE COMPACT"
"412",2000,1.6,4,"M5","X",9.8,207,"MAZDA PROTEGE COMPACT"
"413",2000,1.8,4,"A4","X",11.2,230,"MAZDA PROTEGE COMPACT"
"414",2000,1.8,4,"M5","X",10.2,212,"MAZDA PROTEGE COMPACT"
"415",2000,2.3,4,"A5","Z",12.5,251,"MERCEDES-BENZ C 230 KOMPRESSOR # COMPACT"
"416",2000,2.8,6,"A5","Z",12.7,258,"MERCEDES-BENZ C 280 COMPACT"
"417",2000,4.3,8,"A5","Z",14.7,304,"MERCEDES-BENZ C 43 AMG COMPACT"
"418",2000,3.2,6,"A5","Z",12.9,255,"MERCEDES-BENZ CLK 320 SUBCOMPACT"
"419",2000,3.2,6,"A5","Z",13.6,269,"MERCEDES-BENZ CLK 320 CABRIOLET MINICOMPACT"
"420",2000,4.3,8,"A5","Z",14.4,290,"MERCEDES-BENZ CLK 430 SUBCOMPACT"
"421",2000,4.3,8,"A5","Z",15.2,304,"MERCEDES-BENZ CLK 430 CABRIOLET MINICOMPACT"
"422",2000,3.2,6,"A5","Z",12.9,253,"MERCEDES-BENZ E 320 MID-SIZE"
"423",2000,3.2,6,"A5","Z",13.1,262,"MERCEDES-BENZ E 320 4MATIC MID-SIZE"
"424",2000,3.2,6,"A5","Z",13.5,274,"MERCEDES-BENZ E 320 4MATIC WAGON STATION WAGON - MID-SIZE"
